CO_MUNICIP,CO_STATUS,DS_NOME,DS_NOMEPAD,NU_LATITUD,NU_LONGIT,NU_ALTITUD
313550,ATIVO,Jequeri,JEQUERI,-20.4463,-42.68226,419
313560,ATIVO,Jequita√≠,JEQUITAI,-17.21637,-44.44169,561
313570,ATIVO,Jequitib√°,JEQUITIBA,-19.23767,-44.02808,616
313580,ATIVO,Jequitinhonha,JEQUITINHONHA,-16.441770000000002,-41.00712,221
313590,ATIVO,Jesu‚nia,JESUANIA,-21.99843,-45.29088,907
313600,ATIVO,Joa√≠ma,JOAIMA,-16.65473,-41.02305,294
313610,ATIVO,Joan√©sia,JOANESIA,-19.1687,-42.6747,419
313630,ATIVO,Jo„o Pinheiro,JOAO PINHEIRO,-17.74185,-46.17546,769
313640,ATIVO,Joaquim Fel√≠cio,JOAQUIM FELICIO,-17.75529,-44.1736,686
313650,ATIVO,Jord‚nia,JORDANIA,-15.90107,-40.18001,182
313652,ATIVO,Jos√© Gon√ßalves de Minas,JOSE GONCALVES DE MINAS,-16.90718,-42.607170000000004,524
313660,ATIVO,Nova Uni√£o,NOVA UNIAO,-19.6881,-43.57999,893
313670,ATIVO,Juiz de Fora,JUIZ DE FORA,-21.76092,-43.34882,695
313680,ATIVO,Juramento,JURAMENTO,-16.85127,-43.59019,683
313690,ATIVO,Juruaia,JURUAIA,-21.24936,-46.5806,873
313695,ATIVO,JuvenÌlia,JUVENILIA,-14.26359,-44.15959,451
313700,ATIVO,Ladainha,LADAINHA,-17.62448,-41.74045,497
313720,ATIVO,Lagoa da Prata,LAGOA DA PRATA,-20.02377,-45.54169,656
313730,ATIVO,Lagoa dos Patos,LAGOA DOS PATOS,-16.97845,-44.57833,709
313740,ATIVO,Lagoa Dourada,LAGOA DOURADA,-20.9186,-44.07112,1057
313750,ATIVO,Lagoa Formosa,LAGOA FORMOSA,-18.77557,-46.40653,875
313753,ATIVO,Lagoa Grande,LAGOA GRANDE,-17.83805,-46.51791,577
313770,ATIVO,Lajinha,LAJINHA,-20.16417,-41.64529,562
313780,ATIVO,Lambari,LAMBARI,-21.97432,-45.35248,906
313790,ATIVO,Lamim,LAMIM,-20.79206,-43.47447,769
313800,ATIVO,Laranjal,LARANJAL,-21.36363,-42.48067,178
313820,ATIVO,Lavras,LAVRAS,-21.24287,-44.99993,914
313830,ATIVO,Leandro Ferreira,LEANDRO FERREIRA,-19.71922,-45.02628,705
313835,ATIVO,Leme do Prado,LEME DO PRADO,-17.08387,-42.69568,626
313840,ATIVO,Leopoldina,LEOPOLDINA,-21.53073,-42.64184,226
313850,ATIVO,Liberdade,LIBERDADE,-22.02436,-44.31514,1131
313860,ATIVO,Lima Duarte,LIMA DUARTE,-21.8411,-43.79638,726
313865,ATIVO,Lontra,LONTRA,-15.90206,-44.30611,773
313867,ATIVO,Luisburgo,LUISBURGO,-20.43838,-42.10647,825
313868,ATIVO,Luisl‚ndia,LUISLANDIA,-16.11531,-44.58605,754
313870,ATIVO,Lumin√°rias,LUMINARIAS,-21.51232,-44.90611,946
313880,ATIVO,Luz,LUZ,-19.79625,-45.68388,664
313890,ATIVO,Machacalis,MACHACALIS,-17.07737,-40.72042,319
313900,ATIVO,Machado,MACHADO,-21.67835,-45.92176,847
313920,ATIVO,Malacacheta,MALACACHETA,-17.84162,-42.07608,712
313925,ATIVO,Mamonas,MAMONAS,-15.05165,-42.95596,641
313930,ATIVO,Manga,MANGA,-14.75592,-43.93676,448
313940,ATIVO,ManhuaÁu,MANHUACU,-20.25868,-42.03385,637
313950,ATIVO,Manhumirim,MANHUMIRIM,-20.364,-41.96268,640
313960,ATIVO,Mantena,MANTENA,-18.7807,-40.97853,255
313970,ATIVO,Maravilhas,MARAVILHAS,-19.51468,-44.67608,785
313980,ATIVO,Mar de Espanha,MAR DE ESPANHA,-21.86689,-43.00841,512
314000,ATIVO,Mariana,MARIANA,-20.37449,-43.41614,705
314010,ATIVO,Marilac,MARILAC,-18.50497,-42.08169,237
314030,ATIVO,MarliÈria,MARLIERIA,-19.70646,-42.73738,566
314040,ATIVO,Marmel√≥polis,MARMELOPOLIS,-22.44652,-45.16005,1263
314050,ATIVO,Martinho Campos,MARTINHO CAMPOS,-19.32974,-45.23865,664
314053,ATIVO,Martins Soares,MARTINS SOARES,-20.25823,-41.87579,710
314055,ATIVO,Mata Verde,MATA VERDE,-15.68767,-40.73853,863
314060,ATIVO,Materl√¢ndia,MATERLANDIA,-18.47277,-43.05738,773
314070,ATIVO,Mateus Leme,MATEUS LEME,-19.99087,-44.42899,823
314080,ATIVO,Matias Barbosa,MATIAS BARBOSA,-21.86948,-43.31916,482
314085,ATIVO,Matias Cardoso,MATIAS CARDOSO,-14.85028,-43.91783,454
314090,ATIVO,MatipÛ,MATIPO,-20.28715,-42.34149,639
314100,ATIVO,Mato Verde,MATO VERDE,-15.39732,-42.86651,543
314110,ATIVO,Matozinhos,MATOZINHOS,-19.56191,-44.08397,766
314130,ATIVO,Medeiros,MEDEIROS,-19.99331,-46.22669,918
314140,ATIVO,Medina,MEDINA,-16.2248,-41.47631,581
314150,ATIVO,Mendes Pimentel,MENDES PIMENTEL,-18.66178,-41.40562,322
314170,ATIVO,Mesquita,MESQUITA,-19.22435,-42.60566,361
314180,ATIVO,Minas Novas,MINAS NOVAS,-17.21546,-42.59676,496
314190,ATIVO,Minduri,MINDURI,-21.67754,-44.60929,956
314200,ATIVO,Mirabela,MIRABELA,-16.25845,-44.16064,807
314220,ATIVO,Mira√≠,MIRAI,-21.19398,-42.61604,350
314225,ATIVO,Mirav√¢nia,MIRAVANIA,-14.74784,-44.41208,648
314230,ATIVO,Moeda,MOEDA,-20.33027,-44.04757,818
314240,ATIVO,Moema,MOEMA,-19.8387,-45.42531,664
314250,ATIVO,Monjolos,MONJOLOS,-18.32369,-44.11932,549
314260,ATIVO,Monsenhor Paulo,MONSENHOR PAULO,-21.76177,-45.54507,857
314280,ATIVO,Monte Alegre de Minas,MONTE ALEGRE DE MINAS,-18.86917,-48.87712,745
314290,ATIVO,Monte Azul,MONTE AZUL,-15.15534,-42.87317,590
314300,ATIVO,Monte Belo,MONTE BELO,-21.32715,-46.36825,908
314310,ATIVO,Monte Carmelo,MONTE CARMELO,-18.72904,-47.49597,879
314315,ATIVO,Monte Formoso,MONTE FORMOSO,-16.86649,-41.25458,650
314320,ATIVO,Monte Santo de Minas,MONTE SANTO DE MINAS,-21.19047,-46.97712,881
314330,ATIVO,Montes Claros,MONTES CLAROS,-16.72271,-43.86542,643
314340,ATIVO,Monte Si√£o,MONTE SIAO,-22.43355,-46.5737,850
314345,ATIVO,Montezuma,MONTEZUMA,-15.17114,-42.50747,950
314350,ATIVO,Morada Nova de Minas,MORADA NOVA DE MINAS,-18.60744,-45.3555,596
314360,ATIVO,Morro da Gar√ßa,MORRO DA GARCA,-18.54722,-44.60353,608
314370,ATIVO,Morro do Pilar,MORRO DO PILAR,-19.21834,-43.3748,583
314380,ATIVO,Munhoz,MUNHOZ,-22.61278,-46.36037,1230
314390,ATIVO,MuriaÈ,MURIAE,-21.13205,-42.36107,202
314400,ATIVO,Mutum,MUTUM,-19.80719,-41.43914,252
314410,ATIVO,Muzambinho,MUZAMBINHO,-21.37301,-46.5268,1009
314420,ATIVO,Nacip Raydan,NACIP RAYDAN,-18.45792,-42.25179,321
314430,ATIVO,Nanuque,NANUQUE,-17.83899,-40.35174,103
314435,ATIVO,Naque,NAQUE,-19.22354,-42.33471,257
314437,ATIVO,Natal√¢ndia,NATALANDIA,-16.50384,-46.49753,580
314440,ATIVO,Nat√©rcia,NATERCIA,-22.11847,-45.51823,907
314450,ATIVO,Nazareno,NAZARENO,-21.2177,-44.61723,921
314460,ATIVO,Nepomuceno,NEPOMUCENO,-21.23458,-45.23743,857
314470,ATIVO,Nova Era,NOVA ERA,-19.76442,-43.03546,532
314490,ATIVO,Nova MÛdica,NOVA MODICA,-18.44161,-41.50134,342
314500,ATIVO,Nova Ponte,NOVA PONTE,-19.16889,-47.67057,945
314520,ATIVO,Nova Serrana,NOVA SERRANA,-19.87587,-44.98558,738
314530,ATIVO,Novo Cruzeiro,NOVO CRUZEIRO,-17.47489,-41.87539,785
314535,ATIVO,Novo Oriente de Minas,NOVO ORIENTE DE MINAS,-17.40917,-41.2221,269
314537,ATIVO,Novorizonte,NOVORIZONTE,-16.01954,-42.41678,891
314540,ATIVO,Olaria,OLARIA,-21.86477,-43.93093,910
314550,ATIVO,Ol√≠mpio Noronha,OLIMPIO NORONHA,-22.06696,-45.26414,885
314570,ATIVO,Oliveira Fortes,OLIVEIRA FORTES,-21.33949,-43.46254,862
314580,ATIVO,On√ßa de Pitangui,ONCA DE PITANGUI,-19.74552,-44.80838,723
314585,ATIVO,Orat√≥rios,ORATORIOS,-20.431,-42.80634,489
314587,ATIVO,Oriz‚nia,ORIZANIA,-20.50412,-42.20295,809
314590,ATIVO,Ouro Branco,OURO BRANCO,-20.52358,-43.69477,1042
314600,ATIVO,Ouro Fino,OURO FINO,-22.28352,-46.38008,866
314610,ATIVO,Ouro Preto,OURO PRETO,-20.38678,-43.50645,1087
314620,ATIVO,Ouro Verde de Minas,OURO VERDE DE MINAS,-18.06934,-41.26871,398
314625,ATIVO,Padre Carvalho,PADRE CARVALHO,-16.3651,-42.52074,767
314630,ATIVO,Padre Para√≠so,PADRE PARAISO,-17.07632,-41.48496,663
314640,ATIVO,Paineiras,PAINEIRAS,-18.90222,-45.53876,615
314650,ATIVO,Pains,PAINS,-20.37092,-45.66081,710
314655,ATIVO,Pai Pedro,PAI PEDRO,-15.53707,-43.07056,510
314660,ATIVO,Paiva,PAIVA,-21.28785,-43.41883,582
314670,ATIVO,Palma,PALMA,-21.37256,-42.31583,167
314675,ATIVO,Palm√≥polis,PALMOPOLIS,-16.73447,-40.4204,585
314690,ATIVO,Papagaios,PAPAGAIOS,-19.45554,-44.7447,734
314700,ATIVO,Paracatu,PARACATU,-17.21974,-46.87542,704
314710,ATIVO,Par√° de Minas,PARA DE MINAS,-19.86474,-44.60538,804
314720,ATIVO,ParaguaÁu,PARAGUACU,-21.54732,-45.7327,841
314730,ATIVO,ParaisÛpolis,PARAISOPOLIS,-22.55519,-45.7817,929
314740,ATIVO,Paraopeba,PARAOPEBA,-19.28143,-44.40312,749
314750,ATIVO,Passab√©m,PASSABEM,-19.35098,-43.14381,647
314760,ATIVO,Passa Quatro,PASSA QUATRO,-22.3898,-44.96964,985
314770,ATIVO,Passa Tempo,PASSA TEMPO,-20.65239,-44.49342,988
314780,ATIVO,Passa-Vinte,PASSA-VINTE,-22.20898,-44.23105,714
314790,ATIVO,Passos,PASSOS,-20.71921,-46.61141,745
314795,ATIVO,Patis,PATIS,-16.07928,-44.08271,767
314810,ATIVO,Patroc√≠nio,PATROCINIO,-18.94081,-46.99744,951
314820,ATIVO,PatrocÌnio do MuriaÈ,PATROCINIO DO MURIAE,-21.15171,-42.21265,181
314830,ATIVO,Paula C√¢ndido,PAULA CANDIDO,-20.87016,-42.98316,727
314850,ATIVO,Pav„o,PAVAO,-17.43269,-41.00011,221
314860,ATIVO,Pe√ßanha,PECANHA,-18.54689,-42.56319,760
314875,ATIVO,Pedra Bonita,PEDRA BONITA,-20.52002,-42.33213,900
314880,ATIVO,Pedra do Anta,PEDRA DO ANTA,-20.59601,-42.71593,639
314900,ATIVO,Pedra Dourada,PEDRA DOURADA,-20.82995,-42.15454,638
314915,ATIVO,Pedras de Maria da Cruz,PEDRAS DE MARIA DA CRUZ,-15.59901,-44.39244,463
314920,ATIVO,Pedrin√≥polis,PEDRINOPOLIS,-19.22772,-47.46062,918
314930,ATIVO,Pedro Leopoldo,PEDRO LEOPOLDO,-19.6184,-44.04588,714
314940,ATIVO,Pedro Teixeira,PEDRO TEIXEIRA,-21.70681,-43.74546,819
314950,ATIVO,Pequeri,PEQUERI,-21.8369,-43.12629,651
314960,ATIVO,Pequi,PEQUI,-19.62799,-44.65344,770
314970,ATIVO,Perdig„o,PERDIGAO,-19.95512,-45.07936,818
314980,ATIVO,Perdizes,PERDIZES,-19.33866,-47.29201,1084
314990,ATIVO,Perd√µes,PERDOES,-21.09452,-45.09309,818
314995,ATIVO,Periquito,PERIQUITO,-19.15448,-42.23472,206
315000,ATIVO,Pescador,PESCADOR,-18.35363,-41.60162,332
315010,ATIVO,Piau,PIAU,-21.50462,-43.32913,473
315015,ATIVO,Piedade de Caratinga,PIEDADE DE CARATINGA,-19.75921,-42.07426,852
315020,ATIVO,Piedade de Ponte Nova,PIEDADE DE PONTE NOVA,-20.24766,-42.73524,454
315030,ATIVO,Piedade do Rio Grande,PIEDADE DO RIO GRANDE,-21.46973,-44.2025,1031
315040,ATIVO,Piedade dos Gerais,PIEDADE DOS GERAIS,-20.46101,-44.22792,1006
315053,ATIVO,Pingo-d'√Ågua,PINGO-D'AGUA,-19.72861,-42.40867,272
315057,ATIVO,PintÛpolis,PINTOPOLIS,-16.05499,-45.14951,502
315060,ATIVO,Piracema,PIRACEMA,-20.509,-44.47847,855
315070,ATIVO,Pirajuba,PIRAJUBA,-19.9085,-48.69664,543
315080,ATIVO,Piranga,PIRANGA,-20.68514,-43.287350000000004,732
315090,ATIVO,PiranguÁu,PIRANGUCU,-22.52649,-45.49327,886
315100,ATIVO,Piranguinho,PIRANGUINHO,-22.41187,-45.53474,904
315110,ATIVO,Pirapetinga,PIRAPETINGA,-21.65597,-42.34843,166
315120,ATIVO,Pirapora,PIRAPORA,-17.34958,-44.95107,492
315130,ATIVO,Pira√∫ba,PIRAUBA,-21.27655,-43.01813,362
315140,ATIVO,Pitangui,PITANGUI,-19.6806,-44.89012,716
315150,ATIVO,Piumhi,PIUMHI,-21.72072,-44.98701,1243
315160,ATIVO,Planura,PLANURA,-20.13866,-48.69992,480
315180,ATIVO,PoÁos de Caldas,POCOS DE CALDAS,-21.78736,-46.56641,1199
315190,ATIVO,Pocrane,POCRANE,-19.62014,-41.629,238
315200,ATIVO,PompÈu,POMPEU,-19.22096,-45.00187,670
315210,ATIVO,Ponte Nova,PONTE NOVA,-20.41664,-42.90968,423
315213,ATIVO,Ponto Chique,PONTO CHIQUE,-16.63304,-45.06313,480
315240,ATIVO,PotÈ,POTE,-17.80137,-41.78839,487
315250,ATIVO,Pouso Alegre,POUSO ALEGRE,-22.2303,-45.93714,840
315260,ATIVO,Pouso Alto,POUSO ALTO,-22.19094,-44.97534,898
315270,ATIVO,Prados,PRADOS,-21.05601,-44.07328,1045
315280,ATIVO,Prata,PRATA,-19.30821,-48.92385,637
315290,ATIVO,Prat·polis,PRATAPOLIS,-20.74418,-46.86092,714
315300,ATIVO,Pratinha,PRATINHA,-19.75695,-46.37845,1147
315310,ATIVO,Presidente Bernardes,PRESIDENTE BERNARDES,-20.76568,-43.19006,637
315330,ATIVO,Presidente Kubitschek,PRESIDENTE KUBITSCHEK,-18.61549,-43.55745,1151
315340,ATIVO,Presidente Oleg√°rio,PRESIDENTE OLEGARIO,-18.41474,-46.41779,948
315370,ATIVO,Quartel Geral,QUARTEL GERAL,-19.26769,-45.55886,710
315390,ATIVO,Raposos,RAPOSOS,-19.9656,-43.80477,726
315400,ATIVO,Raul Soares,RAUL SOARES,-20.10196,-42.45417,302
315410,ATIVO,Recreio,RECREIO,-21.53378,-42.47139,191
315415,ATIVO,Reduto,REDUTO,-20.24268,-41.9852,654
315420,ATIVO,Resende Costa,RESENDE COSTA,-20.91737,-44.2394,1046
315430,ATIVO,Resplendor,RESPLENDOR,-19.32548,-41.25397,92
315440,ATIVO,Ressaquinha,RESSAQUINHA,-21.0553,-43.75871,1181
315445,ATIVO,Riachinho,RIACHINHO,-16.21683,-46.00275,546
315460,ATIVO,Ribeir√£o das Neves,RIBEIRAO DAS NEVES,-19.76602,-44.08582,816
315470,ATIVO,Ribeir„o Vermelho,RIBEIRAO VERMELHO,-21.19041,-45.06478,783
315480,ATIVO,Rio Acima,RIO ACIMA,-20.09513,-43.79085,743
315490,ATIVO,Rio Casca,RIO CASCA,-20.22651,-42.65223,357
315500,ATIVO,Rio Doce,RIO DOCE,-20.24465,-42.89568,385
315520,ATIVO,Rio Espera,RIO ESPERA,-20.85808,-43.46533,768
315530,ATIVO,Rio Manso,RIO MANSO,-20.26168,-44.31021,844
315540,ATIVO,Rio Novo,RIO NOVO,-21.48325,-43.12867,424
315550,ATIVO,Rio Parana√≠ba,RIO PARANAIBA,-19.19124,-46.24275,1077
315560,ATIVO,Rio Pardo de Minas,RIO PARDO DE MINAS,-15.61308,-42.54123,796
315580,ATIVO,Rio Pomba,RIO POMBA,-21.27219,-43.17781,441
315590,ATIVO,Rio Preto,RIO PRETO,-22.08692,-43.82947,463
315600,ATIVO,Rio Vermelho,RIO VERMELHO,-18.30111,-43.02244,721
315610,ATIVO,Rit√°polis,RITAPOLIS,-21.02325,-44.323480000000004,1012
315620,ATIVO,Rochedo de Minas,ROCHEDO DE MINAS,-21.63146,-43.02207,337
315630,ATIVO,Rodeiro,RODEIRO,-21.20071,-42.86868,336
315640,ATIVO,Romaria,ROMARIA,-18.88348,-47.58175,944
315645,ATIVO,Ros·rio da Limeira,ROSARIO DA LIMEIRA,-20.9813,-42.50606,745
315650,ATIVO,Rubelita,RUBELITA,-16.40297,-42.26476,439
315660,ATIVO,Rubim,RUBIM,-16.37297,-40.53694,236
315670,ATIVO,Sabar√°,SABARA,-19.89249,-43.82556,694
315680,ATIVO,Sabin√≥polis,SABINOPOLIS,-18.67181,-43.0882,735
315690,ATIVO,Sacramento,SACRAMENTO,-19.86358,-47.43656,864
315700,ATIVO,Salinas,SALINAS,-16.16986,-42.29351,476
315710,ATIVO,Salto da Divisa,SALTO DA DIVISA,-15.99757,-39.95076,128
315720,ATIVO,Santa B·rbara,SANTA BARBARA,-19.96559,-43.40522,758
315725,ATIVO,Santa B·rbara do Leste,SANTA BARBARA DO LESTE,-19.97579,-42.14084,785
315733,ATIVO,Santa Cruz de Minas,SANTA CRUZ DE MINAS,-21.11947,-44.22326,909
315740,ATIVO,Santa Cruz do Escalvado,SANTA CRUZ DO ESCALVADO,-20.23828,-42.81845,436
315750,ATIVO,Santa EfigÍnia de Minas,SANTA EFIGENIA DE MINAS,-18.81984,-42.43931,697
315765,ATIVO,Santa Helena de Minas,SANTA HELENA DE MINAS,-16.93631,-40.68629,296
315780,ATIVO,Santa Luzia,SANTA LUZIA,-19.76762,-43.85001,746
315790,ATIVO,Santa Margarida,SANTA MARGARIDA,-20.37793,-42.25254,806
315800,ATIVO,Santa Maria de Itabira,SANTA MARIA DE ITABIRA,-19.45901,-43.11015,527
315810,ATIVO,Santa Maria do Salto,SANTA MARIA DO SALTO,-16.24757,-40.14693,218
315820,ATIVO,Santa Maria do SuaÁuÌ,SANTA MARIA DO SUACUI,-18.19225,-42.4178,486
315830,ATIVO,Santana da Vargem,SANTANA DA VARGEM,-21.24896,-45.50712,824
315840,ATIVO,Santana de Cataguases,SANTANA DE CATAGUASES,-21.28403,-42.5546,269
315850,ATIVO,Santana de Pirapama,SANTANA DE PIRAPAMA,-19.00689,-44.0381,595
315870,ATIVO,Santana do Garamb√©u,SANTANA DO GARAMBEU,-21.60183,-44.11087,1045
315880,ATIVO,Santana do JacarÈ,SANTANA DO JACARE,-20.90168,-45.12805,816
315890,ATIVO,Santana do Manhua√ßu,SANTANA DO MANHUACU,-20.10855,-41.9235,504
315895,ATIVO,Santana do Para√≠so,SANTANA DO PARAISO,-19.3691,-42.55258,268
315900,ATIVO,Santana do Riacho,SANTANA DO RIACHO,-19.17009,-43.71146,767
315910,ATIVO,Santana dos Montes,SANTANA DOS MONTES,-20.78973,-43.706,766
315920,ATIVO,Santa Rita de Caldas,SANTA RITA DE CALDAS,-22.02644,-46.33863,1123
315930,ATIVO,Santa Rita de Jacutinga,SANTA RITA DE JACUTINGA,-22.14846,-44.10044,551
315935,ATIVO,Santa Rita de Minas,SANTA RITA DE MINAS,-19.87521,-42.13178,646
315940,ATIVO,Santa Rita de Ibitipoca,SANTA RITA DE IBITIPOCA,-21.56123,-43.91676,1090
315950,ATIVO,Santa Rita do Itueto,SANTA RITA DO ITUETO,-19.35981,-41.37928,305
315960,ATIVO,Santa Rita do SapucaÌ,SANTA RITA DO SAPUCAI,-22.25333,-45.70399,827
315970,ATIVO,Santa Rosa da Serra,SANTA ROSA DA SERRA,-19.53262,-45.97066,1006
315990,ATIVO,Santo AntÙnio do Amparo,SANTO ANTONIO DO AMPARO,-20.94625,-44.91867,1008
316000,ATIVO,Santo Ant√¥nio do Aventureiro,SANTO ANTONIO DO AVENTUREIRO,-21.75583,-42.81164,651
316030,ATIVO,Santo Ant√¥nio do Jacinto,SANTO ANTONIO DO JACINTO,-16.53768,-40.17534,401
316040,ATIVO,Santo Ant√¥nio do Monte,SANTO ANTONIO DO MONTE,-20.08722,-45.29394,943
316045,ATIVO,Santo Ant√¥nio do Retiro,SANTO ANTONIO DO RETIRO,-15.34263,-42.62438,840
316050,ATIVO,Santo AntÙnio do Rio Abaixo,SANTO ANTONIO DO RIO ABAIXO,-19.22568,-43.25306,509
316060,ATIVO,Santo Hip√≥lito,SANTO HIPOLITO,-18.28781,-44.2217,531
316070,ATIVO,Santos Dumont,SANTOS DUMONT,-21.45753,-43.55375,863
316090,ATIVO,S√£o Br√°s do Sua√ßu√≠,SAO BRAS DO SUACUI,-20.6265,-43.95267,955
316095,ATIVO,S„o Domingos das Dores,SAO DOMINGOS DAS DORES,-19.52945,-42.00951,746
316100,ATIVO,S√£o Domingos do Prata,SAO DOMINGOS DO PRATA,-19.87103,-42.96036,581
316105,ATIVO,S√£o F√©lix de Minas,SAO FELIX DE MINAS,-18.58611,-41.49035,535
316120,ATIVO,S√£o Francisco de Paula,SAO FRANCISCO DE PAULA,-20.71353,-44.98263,927
316140,ATIVO,S√£o Francisco do Gl√≥ria,SAO FRANCISCO DO GLORIA,-20.7923,-42.26822,721
316150,ATIVO,S√£o Geraldo,SAO GERALDO,-20.92085,-42.83766,399
316160,ATIVO,S√£o Geraldo da Piedade,SAO GERALDO DA PIEDADE,-18.84403,-42.28914,291
316165,ATIVO,S„o Geraldo do Baixio,SAO GERALDO DO BAIXIO,-18.91881,-41.36363,205
316170,ATIVO,S√£o Gon√ßalo do Abaet√©,SAO GONCALO DO ABAETE,-18.34111,-45.83425,777
316180,ATIVO,S„o GonÁalo do Par·,SAO GONCALO DO PARA,-19.98568,-44.85719,756
316190,ATIVO,S„o GonÁalo do Rio Abaixo,SAO GONCALO DO RIO ABAIXO,-19.8318,-43.34804,710
316200,ATIVO,S„o GonÁalo do SapucaÌ,SAO GONCALO DO SAPUCAI,-21.89191,-45.59464,861
316210,ATIVO,S√£o Gotardo,SAO GOTARDO,-19.3127,-46.05314,1060
316220,ATIVO,S„o Jo„o Batista do GlÛria,SAO JOAO BATISTA DO GLORIA,-20.63904,-46.50346,693
316225,ATIVO,S„o Jo„o da Lagoa,SAO JOAO DA LAGOA,-16.85206,-44.34909,823
316230,ATIVO,S√£o Jo√£o da Mata,SAO JOAO DA MATA,-21.93485,-45.92653,896
316240,ATIVO,S„o Jo„o da Ponte,SAO JOAO DA PONTE,-15.92451,-44.00896,719
316245,ATIVO,S√£o Jo√£o das Miss√µes,SAO JOAO DAS MISSOES,-14.88253,-44.08126,481
316257,ATIVO,S√£o Jo√£o do Manteninha,SAO JOAO DO MANTENINHA,-18.72784,-41.15875,267
316260,ATIVO,S√£o Jo√£o do Oriente,SAO JOAO DO ORIENTE,-19.33767,-42.15646,219
316270,ATIVO,S„o Jo„o do ParaÌso,SAO JOAO DO PARAISO,-15.31844,-42.01142,778
316280,ATIVO,S„o Jo„o Evangelista,SAO JOAO EVANGELISTA,-18.54519,-42.77605,737
316292,ATIVO,S√£o Joaquim de Bicas,SAO JOAQUIM DE BICAS,-20.06347,-44.26627,769
316294,ATIVO,S√£o Jos√© da Barra,SAO JOSE DA BARRA,-20.72209,-46.31933,706
316295,ATIVO,S√£o Jos√© da Lapa,SAO JOSE DA LAPA,-19.69863,-43.95996,731
316300,ATIVO,S„o JosÈ da Safira,SAO JOSE DA SAFIRA,-18.32512,-42.14641,271
316310,ATIVO,S√£o Jos√© da Varginha,SAO JOSE DA VARGINHA,-19.70481,-44.56106,748
316320,ATIVO,S„o JosÈ do Alegre,SAO JOSE DO ALEGRE,-22.32906,-45.53019,840
316340,ATIVO,S„o JosÈ do Goiabal,SAO JOSE DO GOIABAL,-19.92798,-42.70986,318
316350,ATIVO,S„o JosÈ do Jacuri,SAO JOSE DO JACURI,-18.27581,-42.66663,607
316360,ATIVO,S√£o Jos√© do Mantimento,SAO JOSE DO MANTIMENTO,-20.006,-41.74907,391
316370,ATIVO,S√£o Louren√ßo,SAO LOURENCO,-22.11777,-45.05337,889
316390,ATIVO,S„o Pedro da Uni„o,SAO PEDRO DA UNIAO,-21.13346,-46.62133,1002
316400,ATIVO,S„o Pedro dos Ferros,SAO PEDRO DOS FERROS,-20.17191,-42.5239,368
316410,ATIVO,S√£o Pedro do Sua√ßu√≠,SAO PEDRO DO SUACUI,-18.36551,-42.60023,519
316420,ATIVO,S√£o Rom√£o,SAO ROMAO,-16.36864,-45.06914,488
316430,ATIVO,S„o Roque de Minas,SAO ROQUE DE MINAS,-20.25067,-46.36899,838
316443,ATIVO,S√£o Sebasti√£o da Vargem Alegre,SAO SEBASTIAO DA VARGEM ALEGRE,-21.07383,-42.63867,778
316447,ATIVO,S√£o Sebasti√£o do Anta,SAO SEBASTIAO DO ANTA,-19.50011,-41.9796,765
316450,ATIVO,S„o Sebasti„o do Maranh„o,SAO SEBASTIAO DO MARANHAO,-18.09137,-42.56575,522
316460,ATIVO,S√£o Sebasti√£o do Oeste,SAO SEBASTIAO DO OESTE,-20.2741,-45.00313,784
316470,ATIVO,S√£o Sebasti√£o do Para√≠so,SAO SEBASTIAO DO PARAISO,-20.91807,-46.98647,981
316490,ATIVO,S√£o Sebasti√£o do Rio Verde,SAO SEBASTIAO DO RIO VERDE,-22.21506,-44.97774,887
316500,ATIVO,S√£o Tiago,SAO TIAGO,-20.90095,-44.50399,1079
316510,ATIVO,S„o Tom·s de Aquino,SAO TOMAS DE AQUINO,-20.78499,-47.09678,972
316530,ATIVO,S„o Vicente de Minas,SAO VICENTE DE MINAS,-21.69747,-44.45468,999
316553,ATIVO,Sarzedo,SARZEDO,-20.03453,-44.14587,788
316555,ATIVO,Setubinha,SETUBINHA,-17.59702,-42.16644,783
316556,ATIVO,Sem-Peixe,SEM-PEIXE,-20.10254,-42.8419,393
316560,ATIVO,Senador Cortes,SENADOR CORTES,-21.80252,-42.94433,569
316570,ATIVO,Senador Firmino,SENADOR FIRMINO,-20.91806,-43.10413,771
316580,ATIVO,Senador Jos√© Bento,SENADOR JOSE BENTO,-22.16661,-46.17947,866
316600,ATIVO,Senhora de Oliveira,SENHORA DE OLIVEIRA,-20.7939,-43.33773,727
316610,ATIVO,Senhora do Porto,SENHORA DO PORTO,-18.89801,-43.08176,605
316630,ATIVO,Sericita,SERICITA,-20.47156,-42.48201,701
316640,ATIVO,Seritinga,SERITINGA,-21.91135,-44.52145,979
316650,ATIVO,Serra Azul de Minas,SERRA AZUL DE MINAS,-18.36228,-43.17446,723
316660,ATIVO,Serra da Saudade,SERRA DA SAUDADE,-19.44056,-45.79659,728
316680,ATIVO,Serra do Salitre,SERRA DO SALITRE,-19.1118,-46.69211,1189
316690,ATIVO,Serrania,SERRANIA,-21.54668,-46.04314,870
316700,ATIVO,Serranos,SERRANOS,-21.88878,-44.50675,958
316710,ATIVO,Serro,SERRO,-18.60444,-43.38863,804
316720,ATIVO,Sete Lagoas,SETE LAGOAS,-19.45829,-44.23959,782
316730,ATIVO,Silveir‚nia,SILVEIRANIA,-21.16464,-43.21788,501
